time_stamp,ADA-USD,BNB-USD,BTC-USD,ETH-USD,XRP-USD,ADA-volume,BNB-volume,BTC-volume,ETH-volume,XRP-volume
2015-02-04,0.03205300122499466,1.9907699823379517,226.85299682617188,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,26594300.0,893249984.0,147916992.0
2015-02-05,0.03205300122499466,1.9907699823379517,217.11099243164062,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,22516400.0,893249984.0,147916992.0
2015-02-06,0.03205300122499466,1.9907699823379517,222.26600646972656,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,24435300.0,893249984.0,147916992.0
2015-02-07,0.03205300122499466,1.9907699823379517,227.75399780273438,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,21604200.0,893249984.0,147916992.0
2015-02-08,0.03205300122499466,1.9907699823379517,223.41200256347656,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,17145200.0,893249984.0,147916992.0
2015-02-09,0.03205300122499466,1.9907699823379517,220.11000061035156,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,27791300.0,893249984.0,147916992.0
2015-02-10,0.03205300122499466,1.9907699823379517,219.83900451660156,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,21115100.0,893249984.0,147916992.0
2015-02-11,0.03205300122499466,1.9907699823379517,219.18499755859375,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,17201900.0,893249984.0,147916992.0
2015-02-12,0.03205300122499466,1.9907699823379517,221.76400756835938,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,15206200.0,893249984.0,147916992.0
2015-02-13,0.03205300122499466,1.9907699823379517,235.427001953125,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,42744400.0,893249984.0,147916992.0
2015-02-14,0.03205300122499466,1.9907699823379517,257.3210144042969,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,49732500.0,893249984.0,147916992.0
2015-02-15,0.03205300122499466,1.9907699823379517,234.8249969482422,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,56552400.0,893249984.0,147916992.0
2015-02-16,0.03205300122499466,1.9907699823379517,233.84300231933594,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,28153700.0,893249984.0,147916992.0
2015-02-17,0.03205300122499466,1.9907699823379517,243.61000061035156,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,27363100.0,893249984.0,147916992.0
2015-02-18,0.03205300122499466,1.9907699823379517,236.3260040283203,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,25200800.0,893249984.0,147916992.0
2015-02-19,0.03205300122499466,1.9907699823379517,240.2830047607422,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,18270500.0,893249984.0,147916992.0
2015-02-20,0.03205300122499466,1.9907699823379517,243.7790069580078,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,23876700.0,893249984.0,147916992.0
2015-02-21,0.03205300122499466,1.9907699823379517,244.53399658203125,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,12284200.0,893249984.0,147916992.0
2015-02-22,0.03205300122499466,1.9907699823379517,235.9770050048828,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,19527000.0,893249984.0,147916992.0
2015-02-23,0.03205300122499466,1.9907699823379517,238.89199829101562,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,16400000.0,893249984.0,147916992.0
2015-02-24,0.03205300122499466,1.9907699823379517,238.73500061035156,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,14200400.0,893249984.0,147916992.0
2015-02-25,0.03205300122499466,1.9907699823379517,237.47000122070312,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,11496200.0,893249984.0,147916992.0
2015-02-26,0.03205300122499466,1.9907699823379517,236.42599487304688,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,13619400.0,893249984.0,147916992.0
2015-02-27,0.03205300122499466,1.9907699823379517,253.8280029296875,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,44013900.0,893249984.0,147916992.0
2015-02-28,0.03205300122499466,1.9907699823379517,254.26300048828125,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,13949300.0,893249984.0,147916992.0
2015-03-01,0.03205300122499466,1.9907699823379517,260.2019958496094,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,25213700.0,893249984.0,147916992.0
2015-03-02,0.03205300122499466,1.9907699823379517,275.6700134277344,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,40465700.0,893249984.0,147916992.0
2015-03-03,0.03205300122499466,1.9907699823379517,281.7019958496094,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,50461300.0,893249984.0,147916992.0
2015-03-04,0.03205300122499466,1.9907699823379517,273.0920104980469,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,41383000.0,893249984.0,147916992.0
2015-03-05,0.03205300122499466,1.9907699823379517,276.1780090332031,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,41302400.0,893249984.0,147916992.0
2015-03-06,0.03205300122499466,1.9907699823379517,272.7229919433594,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,28918900.0,893249984.0,147916992.0
2015-03-07,0.03205300122499466,1.9907699823379517,276.260986328125,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,17825900.0,893249984.0,147916992.0
2015-03-08,0.03205300122499466,1.9907699823379517,274.35400390625,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,22067900.0,893249984.0,147916992.0
2015-03-09,0.03205300122499466,1.9907699823379517,289.60699462890625,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,59178200.0,893249984.0,147916992.0
2015-03-10,0.03205300122499466,1.9907699823379517,291.760009765625,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,67770800.0,893249984.0,147916992.0
2015-03-11,0.03205300122499466,1.9907699823379517,296.3789978027344,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,33963900.0,893249984.0,147916992.0
2015-03-12,0.03205300122499466,1.9907699823379517,294.35400390625,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,32585200.0,893249984.0,147916992.0
2015-03-13,0.03205300122499466,1.9907699823379517,285.3370056152344,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,31421500.0,893249984.0,147916992.0
2015-03-14,0.03205300122499466,1.9907699823379517,281.885009765625,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,22612300.0,893249984.0,147916992.0
2015-03-15,0.03205300122499466,1.9907699823379517,286.39300537109375,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,11970100.0,893249984.0,147916992.0
2015-03-16,0.03205300122499466,1.9907699823379517,290.5929870605469,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,21516100.0,893249984.0,147916992.0
2015-03-17,0.03205300122499466,1.9907699823379517,285.5050048828125,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,21497200.0,893249984.0,147916992.0
2015-03-18,0.03205300122499466,1.9907699823379517,256.29901123046875,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,57008000.0,893249984.0,147916992.0
2015-03-19,0.03205300122499466,1.9907699823379517,260.9280090332031,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,52732000.0,893249984.0,147916992.0
2015-03-20,0.03205300122499466,1.9907699823379517,261.7489929199219,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,18456700.0,893249984.0,147916992.0
2015-03-21,0.03205300122499466,1.9907699823379517,260.0249938964844,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,17130100.0,893249984.0,147916992.0
2015-03-22,0.03205300122499466,1.9907699823379517,267.9599914550781,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,18438100.0,893249984.0,147916992.0
2015-03-23,0.03205300122499466,1.9907699823379517,266.739990234375,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,22811900.0,893249984.0,147916992.0
2015-03-24,0.03205300122499466,1.9907699823379517,245.59500122070312,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,40073700.0,893249984.0,147916992.0
2015-03-25,0.03205300122499466,1.9907699823379517,246.19700622558594,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,35866900.0,893249984.0,147916992.0
2015-03-26,0.03205300122499466,1.9907699823379517,248.53199768066406,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,25730000.0,893249984.0,147916992.0
2015-03-27,0.03205300122499466,1.9907699823379517,247.0290069580078,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,17274900.0,893249984.0,147916992.0
2015-03-28,0.03205300122499466,1.9907699823379517,252.79800415039062,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,16040900.0,893249984.0,147916992.0
2015-03-29,0.03205300122499466,1.9907699823379517,242.71299743652344,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,21699400.0,893249984.0,147916992.0
2015-03-30,0.03205300122499466,1.9907699823379517,247.5260009765625,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,23009600.0,893249984.0,147916992.0
2015-03-31,0.03205300122499466,1.9907699823379517,244.2239990234375,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,22672000.0,893249984.0,147916992.0
2015-04-01,0.03205300122499466,1.9907699823379517,247.27200317382812,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,22877200.0,893249984.0,147916992.0
2015-04-02,0.03205300122499466,1.9907699823379517,253.0050048828125,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,26272600.0,893249984.0,147916992.0
2015-04-03,0.03205300122499466,1.9907699823379517,254.32200622558594,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,23146600.0,893249984.0,147916992.0
2015-04-04,0.03205300122499466,1.9907699823379517,253.69700622558594,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,12493500.0,893249984.0,147916992.0
2015-04-05,0.03205300122499466,1.9907699823379517,260.5979919433594,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,19649200.0,893249984.0,147916992.0
2015-04-06,0.03205300122499466,1.9907699823379517,255.49200439453125,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,20034200.0,893249984.0,147916992.0
2015-04-07,0.03205300122499466,1.9907699823379517,253.17999267578125,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,18467400.0,893249984.0,147916992.0
2015-04-08,0.03205300122499466,1.9907699823379517,245.02200317382812,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,30086400.0,893249984.0,147916992.0
2015-04-09,0.03205300122499466,1.9907699823379517,243.67599487304688,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,21643500.0,893249984.0,147916992.0
2015-04-10,0.03205300122499466,1.9907699823379517,236.07200622558594,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,28882000.0,893249984.0,147916992.0
2015-04-11,0.03205300122499466,1.9907699823379517,236.552001953125,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,16365200.0,893249984.0,147916992.0
2015-04-12,0.03205300122499466,1.9907699823379517,236.1529998779297,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,12387900.0,893249984.0,147916992.0
2015-04-13,0.03205300122499466,1.9907699823379517,224.58700561523438,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,31181800.0,893249984.0,147916992.0
2015-04-14,0.03205300122499466,1.9907699823379517,219.15899658203125,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,31719000.0,893249984.0,147916992.0
2015-04-15,0.03205300122499466,1.9907699823379517,223.83299255371094,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,22562000.0,893249984.0,147916992.0
2015-04-16,0.03205300122499466,1.9907699823379517,228.572998046875,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,24805400.0,893249984.0,147916992.0
2015-04-17,0.03205300122499466,1.9907699823379517,222.8820037841797,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,20429800.0,893249984.0,147916992.0
2015-04-18,0.03205300122499466,1.9907699823379517,223.3560028076172,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,12939000.0,893249984.0,147916992.0
2015-04-19,0.03205300122499466,1.9907699823379517,222.60000610351562,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,15021500.0,893249984.0,147916992.0
2015-04-20,0.03205300122499466,1.9907699823379517,224.62600708007812,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,18364700.0,893249984.0,147916992.0
2015-04-21,0.03205300122499466,1.9907699823379517,235.2689971923828,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,24978000.0,893249984.0,147916992.0
2015-04-22,0.03205300122499466,1.9907699823379517,234.17599487304688,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,23847900.0,893249984.0,147916992.0
2015-04-23,0.03205300122499466,1.9907699823379517,236.46200561523438,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,17036000.0,893249984.0,147916992.0
2015-04-24,0.03205300122499466,1.9907699823379517,231.26800537109375,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,21448700.0,893249984.0,147916992.0
2015-04-25,0.03205300122499466,1.9907699823379517,226.38999938964844,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,13957200.0,893249984.0,147916992.0
2015-04-26,0.03205300122499466,1.9907699823379517,219.42999267578125,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,28943700.0,893249984.0,147916992.0
2015-04-27,0.03205300122499466,1.9907699823379517,229.28599548339844,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,38574000.0,893249984.0,147916992.0
2015-04-28,0.03205300122499466,1.9907699823379517,225.85499572753906,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,21469200.0,893249984.0,147916992.0
2015-04-29,0.03205300122499466,1.9907699823379517,225.80799865722656,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,18936500.0,893249984.0,147916992.0
2015-04-30,0.03205300122499466,1.9907699823379517,236.14500427246094,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,33818600.0,893249984.0,147916992.0
2015-05-01,0.03205300122499466,1.9907699823379517,232.07899475097656,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,18815300.0,893249984.0,147916992.0
2015-05-02,0.03205300122499466,1.9907699823379517,234.92999267578125,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,12535500.0,893249984.0,147916992.0
2015-05-03,0.03205300122499466,1.9907699823379517,240.35800170898438,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,18494100.0,893249984.0,147916992.0
2015-05-04,0.03205300122499466,1.9907699823379517,239.01800537109375,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,21223400.0,893249984.0,147916992.0
2015-05-05,0.03205300122499466,1.9907699823379517,236.12100219726562,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,23929100.0,893249984.0,147916992.0
2015-05-06,0.03205300122499466,1.9907699823379517,229.78199768066406,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,29587200.0,893249984.0,147916992.0
2015-05-07,0.03205300122499466,1.9907699823379517,237.33399963378906,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,29064400.0,893249984.0,147916992.0
2015-05-08,0.03205300122499466,1.9907699823379517,243.86300659179688,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,27445500.0,893249984.0,147916992.0
2015-05-09,0.03205300122499466,1.9907699823379517,241.83200073242188,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,19790500.0,893249984.0,147916992.0
2015-05-10,0.03205300122499466,1.9907699823379517,240.29600524902344,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,15019100.0,893249984.0,147916992.0
2015-05-11,0.03205300122499466,1.9907699823379517,242.1580047607422,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,20892300.0,893249984.0,147916992.0
2015-05-12,0.03205300122499466,1.9907699823379517,241.11199951171875,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,19282600.0,893249984.0,147916992.0
2015-05-13,0.03205300122499466,1.9907699823379517,236.3769989013672,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,27180100.0,893249984.0,147916992.0
2015-05-14,0.03205300122499466,1.9907699823379517,236.9290008544922,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,24413700.0,893249984.0,147916992.0
2015-05-15,0.03205300122499466,1.9907699823379517,237.60499572753906,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,16329400.0,893249984.0,147916992.0
2015-05-16,0.03205300122499466,1.9907699823379517,236.1529998779297,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,11089700.0,893249984.0,147916992.0
2015-05-17,0.03205300122499466,1.9907699823379517,236.802001953125,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,11134300.0,893249984.0,147916992.0
2015-05-18,0.03205300122499466,1.9907699823379517,233.1280059814453,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,16780300.0,893249984.0,147916992.0
2015-05-19,0.03205300122499466,1.9907699823379517,231.94700622558594,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,14241900.0,893249984.0,147916992.0
2015-05-20,0.03205300122499466,1.9907699823379517,234.01800537109375,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,15499400.0,893249984.0,147916992.0
2015-05-21,0.03205300122499466,1.9907699823379517,235.343994140625,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,15108900.0,893249984.0,147916992.0
2015-05-22,0.03205300122499466,1.9907699823379517,240.34800720214844,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,27003000.0,893249984.0,147916992.0
2015-05-23,0.03205300122499466,1.9907699823379517,238.8719940185547,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,14605000.0,893249984.0,147916992.0
2015-05-24,0.03205300122499466,1.9907699823379517,240.9530029296875,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,11508000.0,893249984.0,147916992.0
2015-05-25,0.03205300122499466,1.9907699823379517,237.11000061035156,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,14423900.0,893249984.0,147916992.0
2015-05-26,0.03205300122499466,1.9907699823379517,237.11599731445312,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,16425000.0,893249984.0,147916992.0
2015-05-27,0.03205300122499466,1.9907699823379517,237.2830047607422,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,18837000.0,893249984.0,147916992.0
2015-05-28,0.03205300122499466,1.9907699823379517,237.4080047607422,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,13829600.0,893249984.0,147916992.0
2015-05-29,0.03205300122499466,1.9907699823379517,237.0959930419922,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,14805000.0,893249984.0,147916992.0
2015-05-30,0.03205300122499466,1.9907699823379517,233.34500122070312,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,14098600.0,893249984.0,147916992.0
2015-05-31,0.03205300122499466,1.9907699823379517,230.19000244140625,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,14730800.0,893249984.0,147916992.0
2015-06-01,0.03205300122499466,1.9907699823379517,222.92599487304688,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,26090500.0,893249984.0,147916992.0
2015-06-02,0.03205300122499466,1.9907699823379517,225.80299377441406,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,20459000.0,893249984.0,147916992.0
2015-06-03,0.03205300122499466,1.9907699823379517,225.87399291992188,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,17752400.0,893249984.0,147916992.0
2015-06-04,0.03205300122499466,1.9907699823379517,224.32400512695312,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,14728100.0,893249984.0,147916992.0
2015-06-05,0.03205300122499466,1.9907699823379517,224.95199584960938,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,18056500.0,893249984.0,147916992.0
2015-06-06,0.03205300122499466,1.9907699823379517,225.61900329589844,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,11131500.0,893249984.0,147916992.0
2015-06-07,0.03205300122499466,1.9907699823379517,222.88099670410156,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,13318400.0,893249984.0,147916992.0
2015-06-08,0.03205300122499466,1.9907699823379517,228.48899841308594,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,23378400.0,893249984.0,147916992.0
2015-06-09,0.03205300122499466,1.9907699823379517,229.04800415039062,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,28353100.0,893249984.0,147916992.0
2015-06-10,0.03205300122499466,1.9907699823379517,228.80299377441406,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,15904800.0,893249984.0,147916992.0
2015-06-11,0.03205300122499466,1.9907699823379517,229.7050018310547,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,14416000.0,893249984.0,147916992.0
2015-06-12,0.03205300122499466,1.9907699823379517,229.98199462890625,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,14017700.0,893249984.0,147916992.0
2015-06-13,0.03205300122499466,1.9907699823379517,232.40199279785156,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,13305300.0,893249984.0,147916992.0
2015-06-14,0.03205300122499466,1.9907699823379517,233.54299926757812,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,12165900.0,893249984.0,147916992.0
2015-06-15,0.03205300122499466,1.9907699823379517,236.822998046875,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,19912100.0,893249984.0,147916992.0
2015-06-16,0.03205300122499466,1.9907699823379517,250.89500427246094,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,41612000.0,893249984.0,147916992.0
2015-06-17,0.03205300122499466,1.9907699823379517,249.28399658203125,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,43858400.0,893249984.0,147916992.0
2015-06-18,0.03205300122499466,1.9907699823379517,249.0070037841797,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,30980200.0,893249984.0,147916992.0
2015-06-19,0.03205300122499466,1.9907699823379517,244.6060028076172,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,23965300.0,893249984.0,147916992.0
2015-06-20,0.03205300122499466,1.9907699823379517,245.21200561523438,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,20608100.0,893249984.0,147916992.0
2015-06-21,0.03205300122499466,1.9907699823379517,243.94400024414062,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,10600900.0,893249984.0,147916992.0
2015-06-22,0.03205300122499466,1.9907699823379517,246.99000549316406,320.8840026855469,0.21748800575733185,18716200.0,19192200.0,17692500.0,893249984.0,147916992.0
