,change,volume
2014-02-26,0.050000000000000044,0.5165582229371338
2014-02-27,0.050000000000000044,0.02884518006884622
2014-02-28,0.050000000000000044,0.02884518006884622
2014-03-01,0.050000000000000044,0.02884518006884622
2014-03-02,0.04993564993565003,0.04319025349733513
2014-03-03,0.04993053853068563,0.07294380777358506
2014-03-04,0.0499688667496887,0.5208040711340882
2014-03-05,0.039140103780578306,0.12055909650767739
2014-03-06,0.049579112569553496,0.27042696754299195
2014-03-07,0.049579112569553496,0.27042696754299195
2014-03-08,0.049579112569553496,0.27042696754299195
2014-03-09,0.00869978930197779,0.21799135006124365
2014-03-10,-0.019877366754261883,0.12738291499357743
2014-03-11,-0.04571703561116458,0.11735724462900374
2014-03-12,-0.0015849002233268017,0.08907031476087142
2014-03-13,-0.009740962551410659,0.09661565253248838
2014-03-14,-0.009740962551410659,0.09661565253248838
2014-03-15,-0.009740962551410659,0.09661565253248838
2014-03-16,-0.005610609151850743,0.06396937561573801
2014-03-17,0.039935516963435225,0.09325514649772335
2014-03-18,0.0496054114994362,0.1440499650543383
2014-03-19,0.0022824919441459812,0.09642859881386387
2014-03-20,0.012659075686537236,0.038791175460733206
2014-03-21,0.012659075686537236,0.038791175460733206
2014-03-22,0.012659075686537236,0.038791175460733206
2014-03-23,0.012659075686537236,0.038791175460733206
2014-03-24,0.012659075686537236,0.038791175460733206
2014-03-25,0.012659075686537236,0.038791175460733206
2014-03-26,-0.036708777035518225,0.03087711196896723
2014-03-27,-0.043737984070310376,0.029749379540557556
2014-03-28,-0.043737984070310376,0.029749379540557556
2014-03-29,-0.043737984070310376,0.029749379540557556
2014-03-30,0.03791196955553966,0.023252099224663543
2014-03-31,0.04531304047042539,0.0865983458390807
2014-04-01,0.0025810721376571255,0.05378482389857266
2014-04-02,0.0025810721376571255,0.05378482389857266
2014-04-03,0.0025810721376571255,0.05378482389857266
2014-04-04,0.0025810721376571255,0.05378482389857266
2014-04-05,0.0025810721376571255,0.05378482389857266
2014-04-06,-0.036570070631724905,0.04313265918451792
2014-04-07,0.005207262761219633,0.05431395034790884
2014-04-08,0.02249335423624843,0.06245769530166157
2014-04-09,-0.038330777948136774,0.031248862242526015
