,change,volume
2014-02-03,-0.020540540540540553,0.026532945213377977
2014-02-04,-0.020540540540540553,0.02731699609562188
2014-02-05,-0.007726269315673329,0.0009654487991841473
2014-02-06,0.0,3.197821592241113e-05
2014-02-07,0.0,3.197821592241113e-05
2014-02-08,0.0,3.197821592241113e-05
2014-02-09,-0.0033370411568409697,0.0004361159960451213
2014-02-10,-0.0005580357142856984,4.492129112898035e-05
2014-02-11,-0.0005583472920156485,4.2029098412456956e-05
2014-02-12,-0.0005583472920156485,4.2029098412456956e-05
2014-02-13,0.0,1.0256002540863094e-05
2014-02-14,0.0,1.0256002540863094e-05
2014-02-15,0.0,1.0256002540863094e-05
2014-02-16,-0.03296089385474865,0.02413525591536484
2014-02-17,0.0,0.025552666234519742
2014-02-18,-0.03235124205661466,0.010148991410351728
2014-02-19,0.016119402985074638,0.011550330573525098
2014-02-20,0.0334900117508814,0.010623464855899677
2014-02-21,0.0334900117508814,0.010623464855899677
2014-02-22,0.0334900117508814,0.010623464855899677
2014-02-23,-0.017055144968732283,0.004010589281599431
2014-02-24,-0.026604973973395007,0.009610356412908139
2014-02-25,-0.03149138443256094,0.004273183970655689
2014-02-26,-0.028834355828220803,0.008517815230237617
2014-02-27,0.006948831332912242,0.005062106454106502
2014-02-28,0.006948831332912242,0.005062106454106502
2014-03-01,0.006948831332912242,0.005062106454106502
2014-03-02,-0.03074027603513174,0.0051612204626614025
2014-03-03,-0.03818770226537216,0.005423148511552505
2014-03-04,-0.01682368775235532,0.005704091189154367
2014-03-05,0.027378507871321123,0.003578709014603686
2014-03-06,0.03997335109926725,0.009054337491157787
2014-03-07,0.03997335109926725,0.009054337491157787
2014-03-08,0.03997335109926725,0.009054337491157787
2014-03-09,0.0352338244714927,0.019008300757192464
2014-03-10,-0.00990099009900991,0.008865975748492296
2014-03-11,-0.020000000000000018,0.002723748130792257
2014-03-12,-0.020408163265306145,0.008481150021154031
2014-03-13,0.03776041666666674,0.008919676177796255
2014-03-14,0.03776041666666674,0.008919676177796255
2014-03-15,0.03776041666666674,0.008919676177796255
2014-03-16,0.03638644918444167,0.0066149062628033375
2014-03-17,0.029661016949152463,0.008291075526064215
2014-03-18,0.003527336860670305,0.004943947048833218
2014-03-19,-0.029291154071470427,0.006737475749169192
2014-03-20,-0.01991550995775493,0.0029910195570071493
2014-03-21,-0.01991550995775493,0.0029910195570071493
2014-03-22,-0.01991550995775493,0.0029910195570071493
2014-03-23,-0.01991550995775493,0.0029910195570071493
2014-03-24,-0.01991550995775493,0.0029910195570071493
2014-03-25,-0.01991550995775493,0.0029910195570071493
2014-03-26,-0.009236453201970418,0.0016727437584122297
2014-03-27,-0.006836544437538894,0.00103618444870848
2014-03-28,-0.006836544437538894,0.00103618444870848
2014-03-29,-0.006836544437538894,0.00103618444870848
2014-03-30,0.014392991239048802,0.0027284864039661357
2014-03-31,0.03516347933374453,0.007943294479903548
2014-04-01,-0.010727056019070313,0.005360156143946524
2014-04-02,-0.010727056019070313,0.005360156143946524
2014-04-03,-0.010727056019070313,0.005360156143946524
2014-04-04,-0.010727056019070313,0.005360156143946524
2014-04-05,-0.010727056019070313,0.005360156143946524
2014-04-06,-0.009036144578313254,0.0016048900456018794
2014-04-07,-0.03404255319148941,0.006332630304871162
2014-04-08,0.022655758338577803,0.0036589622344859398
2014-04-09,-0.017846153846153845,0.002360931784906684
2014-04-10,-0.026942355889724268,0.0036813818560402665
2014-04-11,-0.026942355889724268,0.0036813818560402665
2014-04-12,-0.026942355889724268,0.0036813818560402665
2014-04-13,-0.03799098518995492,0.007920423594237423
2014-04-14,-0.030789825970548912,0.0058468752565282636
2014-04-15,0.0013812154696133394,0.0012576115435657142
2014-04-16,0.014482758620689706,0.003575652725846509
2014-04-17,-0.008837525492861986,0.0012537860546179723
2014-04-18,-0.008837525492861986,0.0012537860546179723
2014-04-19,-0.008837525492861986,0.0012537860546179723
2014-04-20,0.011659807956104329,0.0037596351554270518
2014-04-21,0.03932203389830513,0.01602946533120386
2014-04-22,-0.003913894324853229,0.003347333597281815
2014-04-23,-0.037328094302554016,0.01556806828889551
2014-04-24,0.03469387755102038,0.0072662239601633885
2014-04-25,0.03469387755102038,0.0072662239601633885
2014-04-26,0.03469387755102038,0.0072662239601633885
2014-04-27,0.030900723208415526,0.013071213702314767
2014-04-28,-0.0357142857142857,0.009147144058150057
2014-04-29,-0.007275132275132323,0.004523758624734057
2014-04-30,0.03730846102598262,0.010068430510393248
2014-05-01,0.03660886319845846,0.021620637932383325
2014-05-02,0.03660886319845846,0.021620637932383325
2014-05-03,0.03660886319845846,0.021620637932383325
2014-05-04,-0.006815365551425034,0.01913504443659245
2014-05-05,0.016843418590143378,0.006269043089117811
2014-05-06,-0.0233128834355828,0.008679542134304486
2014-05-07,0.03266331658291466,0.022528724909356423
2014-05-08,0.038929440389294356,0.025965829296878414
2014-05-09,0.038929440389294356,0.025965829296878414
2014-05-10,0.038929440389294356,0.025965829296878414
2014-05-11,-0.005854800936768156,0.014199579101860526
2014-05-12,0.029446407538280317,0.023070426451559732
2014-05-13,0.03375286041189929,0.01206001287579583
2014-05-14,0.03375286041189929,0.01206001287579583
2014-05-15,-0.03984504703929159,0.016202176413991992
2014-05-16,-0.03984504703929159,0.016202176413991992
2014-05-17,-0.03984504703929159,0.016202176413991992
2014-05-18,0.03400576368876074,0.009731787482991958
2014-05-19,0.03511705685618738,0.06251371996739905
2014-05-20,0.03231017770597733,0.03425442287032774
2014-05-21,0.039123630672926346,0.07221610349110634
2014-05-22,0.03915662650602414,0.11386785280207733
2014-05-23,0.03915662650602414,0.11386785280207733
2014-05-24,0.03915662650602414,0.11386785280207733
2014-05-25,-0.03140096618357491,0.05823670025179307
2014-05-26,0.03591022443890268,0.06626773483343369
2014-05-27,-0.06114588348579686,0.018089096273465066
2014-05-28,-0.06114588348579686,0.018089096273465066
2014-05-29,-0.06114588348579686,0.018089096273465066
2014-05-30,-0.06114588348579686,0.018089096273465066
2014-05-31,-0.06114588348579686,0.018089096273465066
2014-06-01,-0.06114588348579686,0.018089096273465066
2014-06-02,-0.06114588348579686,0.018089096273465066
2014-06-03,-0.06114588348579686,0.018089096273465066
2014-06-04,-0.06114588348579686,0.018089096273465066
2014-06-05,-0.06114588348579686,0.018089096273465066
2014-06-06,-0.06114588348579686,0.018089096273465066
2014-06-07,-0.06114588348579686,0.018089096273465066
2014-06-08,-0.06114588348579686,0.018089096273465066
2014-06-09,0.024615384615384706,0.04868224930873517
2014-06-10,-0.02202202202202197,0.008882928920692342
2014-06-11,-0.03940634595701131,0.017862243753263715
2014-06-12,-0.0037293553542887548,0.0004642379550121679
2014-06-13,-0.0037293553542887548,0.0004642379550121679
2014-06-14,-0.0037293553542887548,0.0004642379550121679
