,change,volume
2014-09-01,0.050000000000000044,0.360318415146754
2014-09-02,0.050000000000000044,0.0015950775689583477
2014-09-03,0.04976958525345632,0.0031372613552327457
2014-09-04,0.04975124378109452,0.044372784168682886
2014-09-05,0.04975124378109452,0.044372784168682886
2014-09-06,0.04975124378109452,0.044372784168682886
2014-09-07,0.03429049344856416,0.2414736262105782
2014-09-08,0.0417789757412399,0.0435711495066728
2014-09-09,0.048900388098318315,0.13922146319392914
2014-09-10,0.005920078934385842,0.10856272583271767
2014-09-11,-0.04340362923001473,0.02307369659095502
2014-09-12,-0.04340362923001473,0.02307369659095502
2014-09-13,-0.04340362923001473,0.02307369659095502
2014-09-14,-0.041527813381184275,0.08384903264504809
2014-09-15,0.04252473923508959,0.05943427522542923
2014-09-16,-0.004104669061056998,0.034183362039135794
2014-09-17,-0.031169500257599125,0.016584904331422134
2014-09-18,0.010901356022334552,0.032161535623148885
2014-09-19,0.010901356022334552,0.032161535623148885
2014-09-20,0.010901356022334552,0.032161535623148885
2014-09-21,-0.0015781167806417917,0.02689358611799509
2014-09-22,-0.017650158061116916,0.029594677203710954
2014-09-23,0.00831322070260132,0.028276184388992272
2014-09-24,0.007978723404255428,0.021161780742883683
2014-09-25,-0.020052770448548807,0.013970884549509078
2014-09-26,-0.020052770448548807,0.013970884549509078
2014-09-27,-0.020052770448548807,0.013970884549509078
2014-09-28,0.02315562735595056,0.014249874388568217
2014-09-29,-0.02078947368421058,0.01327737020430834
2014-09-30,-0.00456866433754366,0.022376457076785768
2014-10-01,0.010799136069114423,0.013529397776707043
2014-10-02,-0.0026709401709401615,0.006555989967722134
2014-10-03,-0.0026709401709401615,0.006555989967722134
2014-10-04,-0.0026709401709401615,0.006555989967722134
2014-10-05,-0.001874665238350337,0.005483936971949387
2014-10-06,-0.001874665238350337,0.005483936971949387
2014-10-07,-0.002951435470888164,0.028380778453622687
2014-10-08,-0.010226049515608127,0.01163936277548958
2014-10-09,0.012234910277324706,0.013073353911576605
2014-10-10,0.012234910277324706,0.013073353911576605
2014-10-11,0.012234910277324706,0.013073353911576605
2014-10-12,0.00483481063658342,0.021452199255671458
2014-10-13,-0.02298850574712641,0.026624741035204565
2014-10-14,-0.02298850574712641,0.026624741035204565
2014-10-15,-0.019151846785225746,0.02074020373238422
2014-10-16,0.0022315202231519837,0.0171329924200949
2014-10-17,0.0022315202231519837,0.0171329924200949
2014-10-18,0.0022315202231519837,0.0171329924200949
2014-10-19,0.031171722794322232,0.03261401706941138
2014-10-20,0.039406207827260564,0.06941964489555558
2014-10-21,-0.029602700597247456,0.02227007276104913
2014-10-22,-0.028900187316028947,0.015760918655600985
2014-10-23,0.019840176357123207,0.017980124776885435
2014-10-24,0.019840176357123207,0.017980124776885435
2014-10-25,0.019840176357123207,0.017980124776885435
2014-10-26,-0.018103215347203494,0.00651573644284881
2014-10-27,0.006329113924050667,0.00921084194153275
2014-10-28,-0.001914137270987104,0.008323347559801846
2014-10-29,-0.006301369863013662,0.008217596161122961
2014-10-30,0.01461262751585335,0.015091201991771898
2014-10-31,0.01461262751585335,0.015091201991771898
2014-11-01,0.01461262751585335,0.015091201991771898
2014-11-02,0.008695652173912993,0.020838088876202417
2014-11-03,0.034482758620689724,0.05380760641528346
2014-11-04,0.034482758620689724,0.05380760641528346
2014-11-05,0.034482758620689724,0.05380760641528346
2014-11-06,0.02734375,0.05284877323947113
2014-11-07,0.02734375,0.05284877323947113
2014-11-08,0.02734375,0.05284877323947113
2014-11-09,-0.011660329531052005,0.01753829442053776
2014-11-10,-0.01025904077968709,0.009665529555825138
