,change,volume
2014-03-15,0.050000000000000044,0.09701662189050705
2014-03-16,0.050000000000000044,0.00012487323647740597
2014-03-17,0.049886621315192725,0.00012103375523595394
2014-03-18,0.04989200863930887,0.0002483187958144886
2014-03-19,0.049989714050606926,0.0012736266185995034
2014-03-20,0.04996081504702188,0.001082775292918806
2014-03-21,0.04996081504702188,0.001082775292918806
2014-03-22,0.04996081504702188,0.001082775292918806
2014-03-23,0.04996081504702188,0.001082775292918806
2014-03-24,0.04996081504702188,0.001082775292918806
2014-03-25,0.04996081504702188,0.001082775292918806
2014-03-26,0.049822728120918036,0.0012006903359550244
2014-03-27,0.049946676146462865,0.0007648884236355527
2014-03-28,0.049946676146462865,0.0007648884236355527
2014-03-29,0.049946676146462865,0.0007648884236355527
2014-03-30,0.049940748264770685,0.0003920983586938462
2014-03-31,0.0499838761689777,0.0002184761852987982
2014-04-01,0.04990786240786238,0.00038168879041828484
2014-04-02,0.04990786240786238,0.00038168879041828484
2014-04-03,0.04990786240786238,0.00038168879041828484
2014-04-04,0.04990786240786238,0.00038168879041828484
2014-04-05,0.04990786240786238,0.00038168879041828484
2014-04-06,0.049875676466286434,0.0011645132744380936
2014-04-07,0.049874616884926226,0.0023875890335156636
2014-04-08,0.04989384288747356,0.001995726310854686
2014-04-09,0.04992416582406478,0.010721661270624615
2014-04-10,0.034669555796316365,0.09648678734012979
2014-04-11,0.034669555796316365,0.09648678734012979
2014-04-12,0.034669555796316365,0.09648678734012979
2014-04-13,-0.025945317044793526,0.0052647188557880175
2014-04-14,-0.04992833253702822,0.00024761188771588193
2014-04-15,-0.040105607241639474,0.037935654813060715
2014-04-16,0.009037328094302577,0.016547692878592566
2014-04-17,-0.046599169262720674,0.0033093556112694625
2014-04-18,-0.046599169262720674,0.0033093556112694625
2014-04-19,-0.046599169262720674,0.0033093556112694625
2014-04-20,-0.011300204220558219,0.008355237897237824
2014-04-21,-0.011300204220558219,0.008355237897237824
2014-04-22,-0.011300204220558219,0.008355237897237824
2014-04-23,-0.011300204220558219,0.008355237897237824
2014-04-24,-0.011300204220558219,0.008355237897237824
